id_point_eau,date_releve,departement,commune,latitude,longitude,altitude_m,annee_construction,type_ouvrage,type_pompe,profondeur_forage_m,niveau_statique_m,debit_essai_m3_h,qualite_eau,nb_menages,population_desservie,distance_village_m,nb_points_eau_village,mode_gestion,mode_paiement,cotisation_mensuelle_fcfa,technicien_forme_village,stock_pieces_rechange_commune,distance_atelier_km,maitre_ouvrage,installateur,nb_pannes_12_mois,mois_depuis_derniere_maintenance,nb_jours_arret_12_mois,intervention_prevue,cout_reparation_estime_fcfa,etat_fonctionnement
PE-004198,2025-03-14,Atlantique,So-Ava,6.72217,2.6185,62.6,1985,Puits moderne,India Mark II,5.6,,2.13,Potable,117.0,619,510.0,2,Comite de gestion villageois,Au volume,430.0,0,0,13.9,Etat,ENT-041,2,3.0,5.0,Aucune,0.0,fonctionnel
PE-008677,2025-01-12,  Borgou,Tchaourou,9.56786,2.72872,223.1,1983,Puits traditionnel ameliore,Aucune (puisage manuel),40.2,16.7,,Potable,149.0,626,330.0,4,Aucune gestion formelle,Gratuit,0.0,1,0,11.5,Cooperation bilaterale,ENT-012,3,9.0,135.0,Remplacement de pompe,932000.0,en panne
PE-009183,2025-01-09,Mono,Lokossa,6.70093,1.55369,260.8,1998,Forage equipe PMH,India Mark II,26.9,15.1,2.54,Potable,63.0,351,520.0,4,Comite de gestion villageois,Cotisation annuelle,420.0,1,1,67.4,Cooperation bilaterale,ENT-003,1,,2.0,Aucune,0.0,fonctionnel
PE-003995,2025-02-06,Alibori,Gogounou,10.81174,3.05245,270.1,2017,Forage equipe PMH,India Mark II,53.2,21.8,1.05,,17.0,92,110.0,2,Delegataire prive,Au volume,470.0,0,1,76.2,Etat,ENT-043,1,18.0,6.0,Aucune,0.0,fonctionnel
PE-008858,2025-07-18,Atlantique,Kpomasse,5.85641,1.86301,178.8,1996,Forage equipe PMH,Vergnet,75.1,29.9,0.96,Potable,124.0,852,140.0,1,Gestion communale,Gratuit,0.0,0,0,21.0,Etat,ENT-024,2,28.0,211.0,Rehabilitation lourde,1972000.0,en panne
PE-004431,2025-08-23,Borgou,Sinende,9.6603,2.7869,253.7,2007,Poste d'eau autonome,Immergee electrique,76.2,15.5,,Potable,42.0,268,730.0,2,Comite de gestion villageois,Au volume,760.0,1,0,27.6,Etat,ENT-017,0,7.0,4.0,Aucune,0.0,fonctionnel
PE-010578,2025-08-24,Mono,Athieme,6.33397,1.53569,174.5,1993,Puits moderne,India Mark II,39.2,16.4,1.34,Potable,62.0,499,280.0,4,Delegataire prive,Au volume,210.0,1,0,24.0,Etat,ENT-016,3,15.0,6.0,Aucune,0.0,fonctionnel
PE-008760,2025-02-09,Atacora,Toucountouna,10.73882,1.32532,158.6,1997,Adduction d'eau villageoise,Immergee solaire,65.4,34.9,1.52,Fluoree,124.0,753,360.0,5,Aucune gestion formelle,Gratuit,0.0,0,0,36.8,Commune,ENT-038,4,13.0,185.0,Rehabilitation lourde,352000.0,en panne
PE-002774,2025-03-24,Zou,Bohicon,6.92643,1.82506,,1991,Forage equipe PMH,India Mark II,64.6,42.8,8.59,Fluoree,85.0,356,770.0,1,Comite de gestion villageois,Cotisation annuelle,690.0,1,0,12.9,Etat,ENT-004,2,14.0,6.0,Aucune,0.0,fonctionnel
PE-009339,2025-01-24,Mono,Bopa,6.99301,2.2873,166.3,2018,Forage equipe PMH,India Mark II,54.6,,1.01,Potable,59.0,377,670.0,4,Comite de gestion villageois,Cotisation annuelle,280.0,1,1,86.6,Association villageoise,ENT-043,1,2.0,1.0,Aucune,0.0,fonctionnel
PE-002118,2025-09-17,Oueme,Seme-Kpodji,6.83647,2.88068,270.8,2001,Poste d'eau autonome,Immergee solaire,59.6,20.8,1.34,Fluoree,212.0,1189,410.0,3,Gestion communale,Cotisation annuelle,190.0,0,0,27.1,Etat,ENT-020,2,21.0,2.0,Aucune,0.0,fonctionnel
PE-010967,2025-07-28,Zou,Cove,7.30068,1.77243,114.6,2017,Puits traditionnel ameliore,Aucune (puisage manuel),36.7,,4.66,Ferrugineuse,34.0,184,1390.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,17.3,Association villageoise,ENT-009,2,30.0,1.0,Aucune,0.0,fonctionnel
PE-006149,2025-01-09,Zou,Bohicon,6.98323,2.1238,180.4,2020,Poste d'eau autonome,Immergee electrique,71.6,40.6,1.9,Saumatre,33.0,160,180.0,8,Gestion communale,Cotisation annuelle,1220.0,0,0,35.5,Commune,ENT-048,0,11.0,2.0,Aucune,0.0,fonctionnel
PE-002406,2025-07-09,Zou,Agbangnizoun,7.59159,2.03076,267.3,2020,Adduction d'eau villageoise,Immergee electrique,75.4,30.3,3.89,Ferrugineuse,70.0,357,390.0,3,Aucune gestion formelle,Gratuit,0.0,1,0,15.5,Etat,ENT-026,0,22.0,6.0,Aucune,0.0,fonctionnel
PE-001139,2025-04-28,Collines,Savalou,8.30126,2.25271,214.4,2003,Forage equipe PMH,Volanta,27.5,,3.48,Saumatre,218.0,1180,410.0,4,Aucune gestion formelle,Cotisation annuelle,600.0,1,0,24.7,Cooperation bilaterale,ENT-024,3,13.0,165.0,Remplacement de pompe,907000.0,en panne
PE-010843,2025-08-14,Atacora,Pehunco,10.25772,1.40058,,2016,Forage equipe PMH,India Mark II,105.1,15.7,2.47,Potable,82.0,466,600.0,2,Comite de gestion villageois,Au volume,440.0,0,0,12.7,Etat,ENT-033,1,6.0,82.0,Reparation legere,303000.0,fonctionnel a reparer
PE-006128,2025-04-22,Mono,Bopa,6.44684,2.08034,283.5,1996,Forage equipe PMH,India Mark II,19.9,10.1,5.01,Potable,,1221,170.0,5,Gestion communale,Au volume,800.0,0,1,33.9,ONG internationale,ENT-009,1,,2.0,Aucune,0.0,fonctionnel
PE-009116,2025-08-20,Plateau,Pobe,7.01101,2.3753,195.1,2000,Forage equipe PMH,Vergnet,93.0,50.8,2.22,Potable,,421,80.0,5,Comite de gestion villageois,Cotisation annuelle,220.0,0,1,17.1,Etat,ENT-050,3,23.0,134.0,Rehabilitation lourde,1096000.0,en panne
PE-006535,2025-08-13,Donga,Bassila,9.09949,2.04931,196.6,1992,Forage equipe PMH,Kardia,58.1,19.0,3.44,Potable,73.0,412,490.0,6,Aucune gestion formelle,Gratuit,0.0,1,0,22.2,Cooperation bilaterale,ENT-002,0,14.0,2.0,Aucune,0.0,fonctionnel
PE-003461,2025-06-07,Atacora,Cobly,10.69752,1.90578,143.4,1988,Forage equipe PMH,India Mark II,55.6,29.2,2.21,Potable,162.0,803,1200.0,3,Delegataire prive,Au volume,1040.0,0,0,16.7,Etat,ENT-045,0,11.0,1.0,Aucune,0.0,fonctionnel
PE-008581,02/09/2025,Zou,Djidja,7.80102,2.61049,289.7,1997,Adduction d'eau villageoise,Immergee solaire,57.1,27.2,5.37,Potable,47.0,252,370.0,3,Comite de gestion villageois,Cotisation annuelle,530.0,0,0,17.3,ONG internationale,ENT-016,0,9.0,90.0,Rehabilitation lourde,649000.0,en panne
PE-008808,2025-07-15,Collines,Savalou,8.39417,2.39003,112.4,2003,Poste d'eau autonome,Immergee solaire,85.7,18.2,5.32,Saumatre,93.0,476,1210.0,5,Gestion communale,Gratuit,0.0,0,1,101.3,Etat,ENT-010,0,16.0,166.0,Abandon,1205000.0,en panne
PE-005352,2025-08-17,Collines,Ouesse,8.48112,2.26214,81.1,1993,Poste d'eau autonome,Immergee thermique,81.9,33.4,3.5,Fluoree,,561,540.0,3,Delegataire prive,Forfait mensuel,940.0,1,1,30.4,ONG internationale,ENT-019,2,3.0,4.0,Aucune,0.0,fonctionnel
PE-002259,2025-10-19,Borgou,Kalale,10.13285,2.22692,117.9,2016,Puits moderne,Aucune (puisage manuel),5.0,1.6,6.68,Turbide,41.0,200,320.0,1,Comite de gestion villageois,Au volume,530.0,0,0,15.2,Commune,ENT-008,2,14.0,58.0,Rehabilitation lourde,793000.0,en panne
PE-003344,2025-07-02,Zou,Bohicon,6.70276,1.69056,223.0,1991,Puits moderne,Aucune (puisage manuel),5.0,2.2,1.77,Potable,39.0,228,280.0,2,Delegataire prive,Au volume,880.0,0,0,2.1,ONG internationale,ENT-007,0,39.0,1.0,Aucune,0.0,fonctionnel
PE-002471,2025-09-06,Mono,Grand-Popo,5.80136,2.04248,69.3,1982,Poste d'eau autonome,Immergee thermique,57.6,19.5,3.54,Potable,18.0,77,390.0,2,Aucune gestion formelle,Gratuit,0.0,1,1,42.9,Commune,ENT-041,2,7.0,158.0,Rehabilitation lourde,1116000.0,en panne
PE-007631,2025-08-22,Donga,Copargo,9.16831,1.8517,259.5,2009,Puits moderne,Aucune (puisage manuel),5.0,,1.13,Ferrugineuse,95.0,459,110.0,1,Delegataire prive,Forfait mensuel,830.0,0,0,20.1,Prive,ENT-015,3,4.0,4.0,Aucune,0.0,fonctionnel
PE-007259,2025-05-25,Couffo,Dogbo,6.33823,1.29916,92.7,1997,Poste d'eau autonome,Immergee thermique,70.5,21.3,1.77,Potable,,188,230.0,4,Delegataire prive,Au volume,320.0,0,1,45.7,Commune,ENT-003,2,22.0,119.0,Remplacement de pompe,1351000.0,en panne
PE-006461,2025-06-21,Collines,Glazoue,8.51135,1.99582,,1988,Puits moderne,Aucune (puisage manuel),40.3,16.5,1.42,Turbide,78.0,502,1050.0,2,Delegataire prive,Au volume,340.0,0,0,48.2,Commune,ENT-035,2,50.0,107.0,Remplacement de pompe,726000.0,en panne
PE-010516,02/02/2025,Zou,Za-Kpota,7.14369,1.80417,173.5,2023,Forage equipe PMH,India Mark II,44.1,23.6,3.57,Potable,9.0,44,480.0,2,Delegataire prive,Forfait mensuel,600.0,0,1,139.0,Commune,ENT-006,2,60.0,119.0,Rehabilitation lourde,971000.0,en panne
PE-005995,2025-02-08,Oueme,Aguegues,6.17596,2.32542,135.5,2011,Puits moderne,Aucune (puisage manuel),55.4,31.9,1.43,Saumatre,24.0,144,510.0,2,Gestion communale,Cotisation annuelle,370.0,0,0,28.8,Prive,ENT-038,1,28.0,112.0,Rehabilitation lourde,701000.0,en panne
PE-001778,2025-07-04,Borgou,Perere,9.90119,2.67765,126.2,2000,Forage equipe PMH,Kardia,62.5,7.8,2.09,Ferrugineuse,14.0,76,530.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,12.0,Commune,ENT-046,1,14.0,365.0,Abandon,566000.0,en panne
PE-009585,2025-01-28,Borgou,Perere,10.10965,3.00053,285.1,2022,Forage equipe PMH,India Mark II,73.7,12.7,2.4,Turbide,74.0,462,230.0,2,Gestion communale,Au volume,280.0,0,1,32.1,Commune,ENT-006,4,5.0,14.0,Reparation legere,200000.0,fonctionnel a reparer
PE-002388,2025-09-20,Collines,Ouesse,8.22216,2.47292,312.1,1988,Forage equipe PMH,Volanta,76.7,33.7,1.06,Potable,62.0,367,70.0,3,Comite de gestion villageois,Cotisation annuelle,50.0,0,0,21.3,Commune,ENT-030,1,4.0,165.0,Rehabilitation lourde,824000.0,en panne
PE-007632,2025-05-27,Collines,BANTE,8.75513,1.64104,111.2,2022,Forage equipe PMH,Volanta,62.6,34.6,1.33,Potable,172.0,820,620.0,3,Comite de gestion villageois,Au volume,310.0,1,0,34.6,Commune,ENT-014,1,4.0,1.0,Aucune,0.0,fonctionnel
PE-008351,2025-02-15,Atacora,Materi,10.27432,1.59624,258.9,1995,Forage equipe PMH,India Mark II,44.4,4.2,1.01,Potable,30.0,125,270.0,7,Comite de gestion villageois,Au volume,590.0,0,1,2.3,Etat,ENT-043,3,14.0,6.0,Aucune,0.0,fonctionnel
PE-007660,2025-06-07,Zou,Zangnanado,7.55824,2.29966,296.0,1999,Adduction d'eau villageoise,Immergee solaire,68.0,25.2,5.04,Ferrugineuse,64.0,333,140.0,2,Comite de gestion villageois,Au volume,240.0,1,0,26.6,Commune,ENT-016,1,6.0,73.0,Abandon,200000.0,en panne
PE-000731,2025-03-22,Borgou,Kalale,9.55237,2.64477,383.7,1985,Adduction d'eau villageoise,Immergee electrique,54.6,18.2,-1.0,Saumatre,82.0,477,50.0,3,Comite de gestion villageois,Au volume,570.0,0,0,23.1,Etat,ENT-051,1,23.0,163.0,Remplacement de pompe,653000.0,en panne
PE-002520,2025-01-09,Atlantique,Abomey-Calavi,7.26067,2.03749,128.9,2001,Forage equipe PMH,Volanta,57.6,19.5,4.77,Ferrugineuse,51.0,278,1280.0,1,Comite de gestion villageois,Gratuit,0.0,0,1,21.1,ONG internationale,ENT-014,1,29.0,2.0,Aucune,0.0,fonctionnel
PE-004285,2025-02-01,  Oueme,Adjarra,6.32221,1.7822,152.5,2009,Forage equipe PMH,India Mark II,42.5,15.7,2.67,Potable,19.0,108,370.0,2,Comite de gestion villageois,Cotisation annuelle,630.0,0,1,38.2,Etat,ENT-019,1,35.0,34.0,Reparation legere,256000.0,fonctionnel a reparer
PE-007909,2025-10-16,Couffo,Aplahoue,6.65593,2.18779,24.2,1997,Forage equipe PMH,Kardia,50.2,,6.91,Potable,173.0,1293,370.0,3,Comite de gestion villageois,Au volume,160.0,0,0,29.6,ONG internationale,ENT-029,1,4.0,11.0,Aucune,0.0,fonctionnel
PE-003275,2025-02-03,Zou,Djidja,6.99253,1.80048,324.0,2001,Puits moderne,India Mark II,36.3,18.3,0.74,Potable,43.0,267,660.0,3,Comite de gestion villageois,Au volume,470.0,0,0,75.4,Etat,ENT-048,1,44.0,246.0,Rehabilitation lourde,242000.0,en panne
PE-002800,2025-02-14,Oueme,Bonou,6.75593,2.33775,221.2,1996,Forage equipe PMH,Vergnet,58.2,16.5,2.92,Potable,56.0,237,1080.0,3,Gestion communale,Cotisation annuelle,190.0,0,1,40.4,Cooperation bilaterale,ENT-028,2,,120.0,Remplacement de pompe,1912000.0,en panne
PE-002152,2025-10-09,Borgou,N'Dali,9.55382,2.44935,101.4,1996,Puits moderne,India Mark II,17.1,11.4,2.1,Potable,134.0,744,230.0,1,Comite de gestion villageois,Cotisation annuelle,480.0,0,0,26.5,Etat,ENT-021,6,19.0,171.0,Rehabilitation lourde,244000.0,en panne
PE-004360,2025-08-19,Oueme,Aguegues,6.31986,2.7726,141.1,1991,Poste d'eau autonome,Immergee solaire,86.4,15.1,2.8,Turbide,28.0,160,90.0,5,Gestion communale,Cotisation annuelle,440.0,0,0,22.8,Cooperation bilaterale,ENT-024,3,,60.0,Rehabilitation lourde,766000.0,en panne
PE-004228,2025-03-09,Alibori,Gogounou,11.28207,2.72216,368.0,1985,Puits traditionnel ameliore,India Mark II,14.5,2.7,3.23,Ferrugineuse,26.0,178,650.0,2,Comite de gestion villageois,Cotisation annuelle,,1,1,33.7,Commune,ENT-017,0,8.0,4.0,Aucune,0.0,fonctionnel
PE-007994,2025-01-24,Atacora,Kouande,10.15225,0.92479,40.4,1987,Adduction d'eau villageoise,Immergee electrique,68.4,21.9,1.36,Potable,21.0,106,1360.0,1,Comite de gestion villageois,Cotisation annuelle,320.0,1,1,33.2,ONG internationale,ENT-052,1,10.0,0.0,Aucune,0.0,fonctionnel
PE-010592,2025-04-23,Alibori,Gogounou,11.02898,2.40869,198.0,1995,Adduction d'eau villageoise,Immergee electrique,93.1,18.3,1.3,Saumatre,152.0,916,480.0,5,Comite de gestion villageois,Cotisation annuelle,920.0,0,0,8.7,Etat,ENT-043,1,39.0,66.0,Abandon,1267000.0,en panne
PE-006116,2025-11-01,Collines,Save,8.73375,2.8188,198.9,2012,Adduction d'eau villageoise,Immergee solaire,52.0,3.4,2.19,Potable,20.0,103,450.0,3,Gestion communale,Cotisation annuelle,440.0,0,0,10.1,Prive,ENT-036,1,10.0,329.0,Rehabilitation lourde,2487000.0,en panne
PE-005865,2025-07-20,Atacora,NATITINGOU,11.03563,0.86049,305.7,2007,Puits traditionnel ameliore,India Mark II,32.8,4.8,4.37,,69.0,442,750.0,1,Delegataire prive,Au volume,,0,0,70.7,Cooperation bilaterale,ENT-001,1,6.0,4.0,Aucune,0.0,fonctionnel
PE-003291,2025-01-24,Plateau,Ifangni,6.90574,2.83446,94.8,1993,Forage equipe PMH,india mark 2,71.9,36.8,,Potable,40.0,286,340.0,3,Delegataire prive,Forfait mensuel,,1,1,2.5,Prive,ENT-025,2,5.0,5.0,Aucune,0.0,fonctionnel
PE-007918,2025-04-26,Couffo,Toviklin,5.87452,1.27558,239.8,1987,Forage equipe PMH,Vergnet,59.2,15.2,-1.0,Potable,153.0,860,610.0,2,comite de gestion  villageois,Au volume,360.0,1,0,35.8,Commune,ENT-036,1,7.0,107.0,Rehabilitation lourde,975000.0,en panne
PE-002455,2025-02-27,Oueme,Avrankou,6.57863,2.5349,238.4,1989,Forage equipe PMH,India Mark II,31.1,10.6,1.28,Ferrugineuse,79.0,449,1950.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,63.8,Cooperation bilaterale,ENT-012,3,35.0,359.0,Rehabilitation lourde,487000.0,en panne
PE-002427,2025-02-04,Mono,Lokossa,6.56208,1.50959,202.9,2013,Puits traditionnel ameliore,Aucune (puisage manuel),5.0,2.0,1.25,Fluoree,53.0,339,700.0,2,Gestion communale,Gratuit,0.0,0,0,24.2,Association villageoise,ENT-052,1,,2.0,Aucune,0.0,fonctionnel
PE-002458,2025-06-12,Alibori,Gogounou,11.13688,3.24358,218.0,2000,Forage equipe PMH,India Mark II,71.1,36.6,4.24,Potable,80.0,404,590.0,1,Comite de gestion villageois,Cotisation annuelle,490.0,0,1,11.1,ONG internationale,ENT-032,3,35.0,357.0,Remplacement de pompe,1185000.0,en panne
PE-003601,2025-06-28,Donga,Ouake,9.48393,1.4545,125.1,2023,Forage equipe PMH,Volanta,76.6,,0.25,Potable,137.0,856,440.0,3,Gestion communale,Gratuit,0.0,0,0,23.6,Prive,ENT-042,0,,365.0,Rehabilitation lourde,424000.0,en panne
PE-005165,2025-07-19,Oueme,Dangbo,0.0,0.0,3.0,2003,Forage equipe PMH,India Mark II,59.6,38.1,2.05,Potable,154.0,854,150.0,3,Comite de gestion villageois,Cotisation annuelle,450.0,0,0,22.1,Cooperation bilaterale,ENT-041,2,36.0,11.0,Aucune,0.0,fonctionnel
PE-000722,2025-08-25,Borgou,Perere,0.0,0.0,196.9,2018,Forage equipe PMH,Volanta,80.3,23.5,,Potable,14.0,81,50.0,2,Delegataire prive,Au volume,210.0,1,1,13.7,Etat,ENT-028,0,12.0,1.0,Aucune,0.0,fonctionnel
PE-000721,2025-03-27,Atlantique,Ouidah,6.66097,2.37926,100.2,2016,Forage equipe PMH,Vergnet,16.1,4.2,2.7,Potable,29.0,140,490.0,2,Comite de gestion villageois,Gratuit,0.0,1,1,22.9,Etat,ENT-050,0,22.0,22.0,Reparation legere,225000.0,fonctionnel a reparer
PE-008220,2025-04-06,Donga,Bassila,9.30256,2.16305,206.3,1998,Puits moderne,Aucune (puisage manuel),23.7,5.1,3.57,Potable,106.0,585,390.0,1,Comite de gestion villageois,Cotisation annuelle,250.0,0,1,49.0,Etat,ENT-029,1,19.0,1.0,Aucune,0.0,fonctionnel
PE-004128,2025-09-17,Donga,Ouake,9.70523,1.86976,201.6,1984,Poste d'eau autonome,Immergee solaire,60.0,,1.98,Saumatre,101.0,699,440.0,5,Delegataire prive,Au volume,150.0,0,1,16.9,ONG internationale,ENT-005,5,12.0,103.0,Remplacement de pompe,878000.0,en panne
PE-004056,2025-03-17,Atacora,Boukoumbe,11.04721,1.56785,235.7,1995,Poste d'eau autonome,Immergee solaire,42.4,8.5,5.04,,20.0,90,850.0,4,Delegataire prive,Au volume,240.0,0,0,23.3,Etat,ENT-046,1,17.0,143.0,Remplacement de pompe,1767000.0,en panne
PE-001052,2025-10-28,Atacora,Natitingou,10.10868,1.18992,128.8,2007,Adduction d'eau villageoise,Immergee electrique,52.3,25.0,1.58,Potable,50.0,200,600.0,3,Gestion communale,Cotisation annuelle,420.0,0,0,3.7,Cooperation bilaterale,ENT-042,0,29.0,161.0,Rehabilitation lourde,474000.0,en panne
PE-008798,19/10/2025,Borgou,Sinende,9.91327,3.11763,136.5,1999,Poste d'eau autonome,Immergee solaire,83.6,116.31664969425785,,Turbide,112.0,559,70.0,6,Delegataire prive,Au volume,220.0,1,1,62.1,Etat,ENT-037,1,7.0,0.0,Aucune,0.0,fonctionnel
PE-008285,2025-08-28,Zou,Agbangnizoun,0.0,0.0,,2003,Puits moderne,Aucune (puisage manuel),47.8,21.5,4.98,Potable,,642,200.0,4,Comite de gestion villageois,Gratuit,0.0,1,0,29.4,Cooperation bilaterale,ENT-009,2,16.0,8.0,Aucune,0.0,fonctionnel
PE-007466,2025-06-21,Alibori,Gogounou,11.55072,2.69546,216.2,2017,Forage equipe PMH,Vergnet,54.2,18.3,0.62,Potable,,117,90.0,3,Gestion communale,Gratuit,0.0,0,1,25.9,ONG internationale,ENT-042,0,13.0,73.0,Remplacement de pompe,353000.0,en panne
PE-004006,2025-04-07,Atlantique,Toffo,6.58744,2.2877,218.1,1996,Puits traditionnel ameliore,Aucune (puisage manuel),39.5,10.2,3.74,Potable,43.0,293,1810.0,3,Delegataire prive,Au volume,1050.0,1,1,21.4,Cooperation bilaterale,ENT-017,2,8.0,4.0,Aucune,0.0,fonctionnel
PE-009185,2025-03-19,Donga,Bassila,9.07368,1.605,105.4,2024,Adduction d'eau villageoise,Immergee electrique,56.8,10.6,2.12,Ferrugineuse,51.0,276,540.0,6,Gestion communale,Cotisation annuelle,740.0,0,0,37.3,Etat,ENT-022,0,21.0,120.0,Remplacement de pompe,1146000.0,en panne
PE-008807,2025-05-30,  Zou,Agbangnizoun,6.71367,2.41198,245.5,2000,Forage equipe PMH,India Mark II,73.1,3.5,2.89,Potable,52.0,284,130.0,7,Comite de gestion villageois,Cotisation annuelle,220.0,0,1,32.3,Commune,ENT-034,5,5.0,199.0,Rehabilitation lourde,1003000.0,en panne
PE-001565,2025-08-07,Borgou,N'Dali,9.82613,2.5749,184.6,2014,Forage equipe PMH,Vergnet,75.2,8.4,2.03,Saumatre,39.0,231,290.0,3,Comite de gestion villageois,Au volume,150.0,1,1,20.6,Commune,ENT-049,1,10.0,7.0,Aucune,0.0,fonctionnel
PE-010242,2025-07-03,Zou,Ouinhi,7.22709,2.3653,275.2,1992,Puits moderne,Aucune (puisage manuel),5.0,1.1,1.49,Potable,227.0,1424,510.0,1,Comite de gestion villageois,Gratuit,0.0,0,0,31.9,Etat,ENT-046,3,,117.0,Remplacement de pompe,252000.0,en panne
PE-006879,2025-04-13,Alibori,Karimama,10.84759,3.01263,239.0,1993,Poste d'eau autonome,Immergee thermique,50.5,20.8,1.78,Potable,33.0,156,370.0,5,Delegataire prive,Au volume,50.0,1,0,12.1,ONG internationale,ENT-050,2,4.0,3.0,Reparation legere,44000.0,fonctionnel a reparer
PE-005795,2025-11-02,Collines,Dassa-Zoume,8.78599,2.47633,163.3,2001,Forage equipe PMH,India Mark II,55.3,21.4,4.62,,20.0,134,310.0,4,Aucune gestion formelle,Gratuit,0.0,0,1,37.0,Cooperation bilaterale,ENT-016,1,65.0,32.0,Remplacement de pieces,197000.0,fonctionnel a reparer
PE-002338,2025-01-26,Atacora,Natitingou,0.0,0.0,188.0,2008,Forage equipe PMH,India Mark II,63.5,,2.98,Potable,37.0,212,400.0,1,Gestion communale,Cotisation annuelle,580.0,1,0,6.7,Association villageoise,ENT-004,0,6.0,6.0,Aucune,0.0,fonctionnel
PE-006584,2025-09-29,Atacora,Boukoumbe,10.96969,1.76846,175.5,1989,Poste d'eau autonome,Immergee solaire,66.4,24.4,3.6,Potable,51.0,346,590.0,2,Aucune gestion formelle,Gratuit,0.0,0,0,25.9,Cooperation bilaterale,ENT-028,3,4.0,143.0,Rehabilitation lourde,725000.0,en panne
PE-001522,2025-10-23,Zou,Cove,6.78487,2.50112,171.5,2022,Forage equipe PMH,India Mark II,69.9,,1.01,Potable,28.0,186,330.0,2,Gestion communale,Cotisation annuelle,240.0,1,1,25.7,Association villageoise,ENT-012,0,13.0,3.0,Aucune,0.0,fonctionnel
PE-005996,2025-02-13,Atacora,Toucountouna,10.55467,1.65969,143.0,2002,Adduction d'eau villageoise,Immergee solaire,84.2,,3.82,Turbide,29.0,165,500.0,4,Comite de gestion villageois,Cotisation annuelle,750.0,0,1,9.5,Commune,ENT-042,2,50.0,100.0,Remplacement de pompe,4357000.0,en panne
PE-011395,2025-03-22,Collines,Save,7.89089,2.30051,171.1,2017,Forage equipe PMH,Vergnet,63.0,7.1,0.97,Potable,152.0,997,1100.0,4,Comite de gestion villageois,Au volume,220.0,0,0,13.5,Cooperation bilaterale,ENT-037,1,20.0,6.0,Aucune,0.0,fonctionnel
PE-005071,2025-08-13,Collines,Save,8.19478,2.45906,179.2,2015,Adduction d'eau villageoise,Immergee electrique,58.4,38.5,3.16,,33.0,175,670.0,3,Comite de gestion villageois,Gratuit,0.0,1,1,26.2,Cooperation bilaterale,ENT-006,1,5.0,0.0,Aucune,0.0,fonctionnel
PE-003808,2025-02-21,Atlantique,Kpomasse,6.60705,1.70412,180.3,2008,Poste d'eau autonome,Immergee solaire,60.4,22.1,0.76,Potable,56.0,368,1640.0,1,Delegataire prive,Au volume,420.0,0,0,11.0,Etat,ENT-049,4,32.0,1.0,Aucune,0.0,fonctionnel
PE-009702,2025-03-23,Atlantique,Abomey-Calavi,5.89051,2.32065,,1987,Adduction d'eau villageoise,Immergee solaire,76.1,36.1,1.49,Potable,95.0,466,770.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,31.0,Cooperation bilaterale,ENT-040,1,26.0,61.0,Remplacement de pompe,821000.0,en panne
PE-008512,2025-07-06,Atacora,Natitingou,10.27801,1.8015,299.7,1986,Adduction d'eau villageoise,Immergee solaire,104.7,35.3,1.1,Ferrugineuse,53.0,236,250.0,2,Delegataire prive,Au volume,370.0,0,0,41.4,Prive,ENT-020,5,24.0,84.0,Rehabilitation lourde,1133000.0,en panne
PE-004031,2025-02-18,Donga,Bassila,9.26863,1.62165,216.2,2021,Forage equipe PMH,Vergnet,79.4,,,Potable,89.0,677,500.0,2,Comite de gestion villageois,Cotisation annuelle,1680.0,1,0,62.3,Etat,ENT-048,1,13.0,1.0,Aucune,0.0,fonctionnel
PE-002803,2025-05-10,  Couffo,Lalo,7.23752,1.9229,126.1,2003,Forage equipe PMH,Vergnet,49.7,11.6,3.21,Potable,38.0,217,330.0,3,Comite de gestion villageois,Cotisation annuelle,600.0,1,1,29.1,Prive,ENT-047,2,15.0,1.0,Aucune,0.0,fonctionnel
PE-004273,2025-09-10,Zou,Za-Kpota,7.19744,1.73061,49.6,2000,Forage equipe PMH,India Mark II,46.7,,2.84,Potable,32.0,187,1070.0,3,Aucune gestion formelle,Gratuit,0.0,0,1,15.2,Commune,ENT-013,1,46.0,365.0,Remplacement de pompe,619000.0,en panne
PE-008342,2025-09-24,Couffo,Djakotomey,7.08034,1.89624,55.3,2010,Forage equipe PMH,Vergnet,83.3,,2.62,Ferrugineuse,19.0,127,1660.0,2,Delegataire prive,Au volume,70.0,0,1,42.9,Association villageoise,ENT-004,0,28.0,94.0,Remplacement de pompe,976000.0,en panne
PE-005038,2025-06-27,Atacora,Kouande,11.34679,1.53045,239.4,2023,Adduction d'eau villageoise,Immergee electrique,38.1,19.7,1.05,Potable,82.0,510,270.0,6,Comite de gestion villageois,Au volume,340.0,1,0,21.7,Association villageoise,ENT-006,0,4.0,4.0,Aucune,0.0,fonctionnel
PE-003683,2025-08-12,Atacora,Natitingou,10.99646,1.35797,121.1,2018,Adduction d'eau villageoise,Immergee solaire,106.0,,0.64,Potable,181.0,1060,180.0,4,Delegataire prive,Au volume,220.0,0,0,64.9,ONG internationale,ENT-042,1,18.0,180.0,Remplacement de pompe,547000.0,en panne
